question_id,source_chain_id,task_type,difficulty,hop_count,question,gold_rule_ids,gold_article_ids,gold_start_event,gold_final_effect,gold_counterfactual_status,gold_final_effect_reachable,gold_answer_label,gold_answer,alternative_chain_ids
CF018,18,COUNTERFACTUAL_PATH_INVALIDATION,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “bị xử phạt tù không quá 03 năm, có nhân thân tốt, có các tình tiết giảm nhẹ và không cần bắt chấp hành hình phạt tù” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “phải thực hiện nghĩa vụ trong thời gian thử thách từ 01 năm đến 05 năm” hay không?",270|271,65,DU_DIEU_KIEN_AN_TREO,THUC_HIEN_NGHIA_VU_TRONG_THOI_GIAN_THU_THACH,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “phải thực hiện nghĩa vụ trong thời gian thử thách từ 01 năm đến 05 năm” dựa trên chuỗi này. Khi điều kiện đầu vào bị phủ định, đường suy luận nhân quả bị vô hiệu và hậu quả cuối không còn reachable theo chain đang xét.",
F019,19,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",348|351,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_HUY_DONG_VON_KHACH_HANG,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị cấm huy động vốn, và hậu quả cuối cùng là bị cấm huy động vốn của khách hàng.",
CF019,19,COUNTERFACTUAL_PATH_INVALIDATION,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “bị cấm huy động vốn của khách hàng” hay không?",348|351,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_HUY_DONG_VON_KHACH_HANG,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “bị cấm huy động vốn của khách hàng” dựa trên chuỗi này. Khi điều kiện đầu vào bị phủ định, đường suy luận nhân quả bị vô hiệu và hậu quả cuối không còn reachable theo chain đang xét.",
F020,20,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",348|352,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_LIEN_DOANH_LIEN_KET,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị cấm huy động vốn, và hậu quả cuối cùng là bị cấm liên doanh hoặc liên kết trong và ngoài nước.",
CF020,20,COUNTERFACTUAL_PATH_INVALIDATION,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “bị cấm liên doanh hoặc liên kết trong và ngoài nước” hay không?",348|352,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_LIEN_DOANH_LIEN_KET,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “bị cấm liên doanh hoặc liên kết trong và ngoài nước” dựa trên chuỗi này. Khi điều kiện đầu vào bị phủ định, đường suy luận nhân quả bị vô hiệu và hậu quả cuối không còn reachable theo chain đang xét.",
F021,21,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",348|350,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_PHAT_HANH_CHUNG_KHOAN,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị cấm huy động vốn, và hậu quả cuối cùng là bị cấm phát hành hoặc chào bán chứng khoán.",
CF021,21,COUNTERFACTUAL_PATH_INVALIDATION,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “bị cấm phát hành hoặc chào bán chứng khoán” hay không?",348|350,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_PHAT_HANH_CHUNG_KHOAN,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “bị cấm phát hành hoặc chào bán chứng khoán” dựa trên chuỗi này. Khi điều kiện đầu vào bị phủ định, đường suy luận nhân quả bị vô hiệu và hậu quả cuối không còn reachable theo chain đang xét.",
F022,22,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",348|353,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_THANH_LAP_QUY_TIN_THAC_BDS,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị cấm huy động vốn, và hậu quả cuối cùng là bị cấm hình thành quỹ tín thác bất động sản.",
CF022,22,COUNTERFACTUAL_PATH_INVALIDATION,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “bị cấm hình thành quỹ tín thác bất động sản” hay không?",348|353,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_THANH_LAP_QUY_TIN_THAC_BDS,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “bị cấm hình thành quỹ tín thác bất động sản” dựa trên chuỗi này. Khi điều kiện đầu vào bị phủ định, đường suy luận nhân quả bị vô hiệu và hậu quả cuối không còn reachable theo chain đang xét.",
F023,23,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",348|349,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_VAY_VON,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị cấm huy động vốn, và hậu quả cuối cùng là bị cấm vay vốn của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài hoặc quỹ đầu tư.",
CF023,23,COUNTERFACTUAL_PATH_INVALIDATION,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “bị cấm vay vốn của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài hoặc quỹ đầu tư” hay không?",348|349,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,CAM_VAY_VON,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “bị cấm vay vốn của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài hoặc quỹ đầu tư” dựa trên chuỗi này. Khi điều kiện đầu vào bị phủ định, đường suy luận nhân quả bị vô hiệu và hậu quả cuối không còn reachable theo chain đang xét.",
F024,24,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",348|355,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,THOI_HAN_CAM_1_DEN_3_NAM,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị cấm huy động vốn, và hậu quả cuối cùng là thời hạn cấm từ 01 năm đến 03 năm.",
CF024,24,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “tiếp tục huy động vốn có nguy cơ tiếp tục phạm tội” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “thời hạn cấm từ 01 năm đến 03 năm” hay không?",348|355,81,DU_DIEU_KIEN_CAM_HUY_DONG_VON,THOI_HAN_CAM_1_DEN_3_NAM,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “thời hạn cấm từ 01 năm đến 03 năm” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",25
F025,25,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: tiếp tục kinh doanh hoặc hoạt động trong lĩnh vực đó có thể gây nguy hại cho tính mạng, sức khỏe con người hoặc xã hội, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",345|347,80,DU_DIEU_KIEN_CAM_KINH_DOANH,THOI_HAN_CAM_1_DEN_3_NAM,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị cấm kinh doanh hoặc cấm hoạt động, và hậu quả cuối cùng là thời hạn cấm từ 01 năm đến 03 năm.",
CF025,25,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “tiếp tục kinh doanh hoặc hoạt động trong lĩnh vực đó có thể gây nguy hại cho tính mạng, sức khỏe con người hoặc xã hội” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “thời hạn cấm từ 01 năm đến 03 năm” hay không?",345|347,80,DU_DIEU_KIEN_CAM_KINH_DOANH,THOI_HAN_CAM_1_DEN_3_NAM,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “thời hạn cấm từ 01 năm đến 03 năm” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",24
F026,26,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: gây thiệt hại đến tính mạng, sức khỏe con người, môi trường hoặc an ninh, trật tự, an toàn xã hội và hậu quả có khả năng khắc phục, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",339|340,78,DU_DIEU_KIEN_DINH_CHI_HOAT_DONG_CO_THOI_HAN,TAM_DUNG_HOAT_DONG,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị đình chỉ hoạt động có thời hạn, và hậu quả cuối cùng là tạm dừng hoạt động trong một hoặc một số lĩnh vực.",
CF026,26,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “gây thiệt hại đến tính mạng, sức khỏe con người, môi trường hoặc an ninh, trật tự, an toàn xã hội và hậu quả có khả năng khắc phục” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “tạm dừng hoạt động trong một hoặc một số lĩnh vực” hay không?",339|340,78,DU_DIEU_KIEN_DINH_CHI_HOAT_DONG_CO_THOI_HAN,TAM_DUNG_HOAT_DONG,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “tạm dừng hoạt động trong một hoặc một số lĩnh vực” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",6
F027,27,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: gây thiệt hại đến tính mạng, sức khỏe con người, môi trường hoặc an ninh, trật tự, an toàn xã hội và hậu quả có khả năng khắc phục, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",339|341,78,DU_DIEU_KIEN_DINH_CHI_HOAT_DONG_CO_THOI_HAN,THOI_HAN_DINH_CHI_6_THANG_DEN_3_NAM,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị đình chỉ hoạt động có thời hạn, và hậu quả cuối cùng là thời hạn đình chỉ từ 06 tháng đến 03 năm.",
CF027,27,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “gây thiệt hại đến tính mạng, sức khỏe con người, môi trường hoặc an ninh, trật tự, an toàn xã hội và hậu quả có khả năng khắc phục” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “thời hạn đình chỉ từ 06 tháng đến 03 năm” hay không?",339|341,78,DU_DIEU_KIEN_DINH_CHI_HOAT_DONG_CO_THOI_HAN,THOI_HAN_DINH_CHI_6_THANG_DEN_3_NAM,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “thời hạn đình chỉ từ 06 tháng đến 03 năm” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",7
F028,28,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: gây thiệt hại hoặc có khả năng thực tế gây thiệt hại đến tính mạng của nhiều người, gây sự cố môi trường hoặc ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội và không có khả năng khắc phục hậu quả, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",342|343,79,DU_DIEU_KIEN_DINH_CHI_HOAT_DONG_VINH_VIEN,CHAM_DUT_HOAT_DONG,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị đình chỉ hoạt động vĩnh viễn, và hậu quả cuối cùng là chấm dứt hoạt động trong một hoặc một số lĩnh vực.",
CF028,28,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “gây thiệt hại hoặc có khả năng thực tế gây thiệt hại đến tính mạng của nhiều người, gây sự cố môi trường hoặc ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội và không có khả năng khắc phục hậu quả” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “chấm dứt hoạt động trong một hoặc một số lĩnh vực” hay không?",342|343,79,DU_DIEU_KIEN_DINH_CHI_HOAT_DONG_VINH_VIEN,CHAM_DUT_HOAT_DONG,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “chấm dứt hoạt động trong một hoặc một số lĩnh vực” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",8|16|32
F029,29,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: có đủ điều kiện do luật định || thuộc trường hợp quy định tại Điều 70 đến Điều 73 của Bộ luật Hình sự, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",300|301,69,DU_DIEU_KIEN_XOA_AN_TICH,COI_NHU_CHUA_BI_KET_AN,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến được xóa án tích, và hậu quả cuối cùng là coi như chưa bị kết án.",
CF029,29,COUNTERFACTUAL_PATH_INVALIDATION,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “có đủ điều kiện do luật định || thuộc trường hợp quy định tại Điều 70 đến Điều 73 của Bộ luật Hình sự” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “coi như chưa bị kết án” hay không?",300|301,69,DU_DIEU_KIEN_XOA_AN_TICH,COI_NHU_CHUA_BI_KET_AN,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “coi như chưa bị kết án” dựa trên chuỗi này. Khi điều kiện đầu vào bị phủ định, đường suy luận nhân quả bị vô hiệu và hậu quả cuối không còn reachable theo chain đang xét.",
F030,30,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: phạm tội xâm phạm an ninh quốc gia, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",147|143,43,PHAM_TOI_XAM_PHAM_AN_NINH_QUOC_GIA,CU_TRU_DUOI_SU_KIEM_SOAT_GIAO_DUC,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị áp dụng hình phạt quản chế, và hậu quả cuối cùng là phải cư trú, làm ăn sinh sống và cải tạo tại một địa phương nhất định dưới sự kiểm soát, giáo dục của chính quyền và nhân dân địa phương.",
CF030,30,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “phạm tội xâm phạm an ninh quốc gia” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “phải cư trú, làm ăn sinh sống và cải tạo tại một địa phương nhất định dưới sự kiểm soát, giáo dục của chính quyền và nhân dân địa phương” hay không?",147|143,43,PHAM_TOI_XAM_PHAM_AN_NINH_QUOC_GIA,CU_TRU_DUOI_SU_KIEM_SOAT_GIAO_DUC,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “phải cư trú, làm ăn sinh sống và cải tạo tại một địa phương nhất định dưới sự kiểm soát, giáo dục của chính quyền và nhân dân địa phương” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",1|3
F031,31,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: phạm tội xâm phạm an ninh quốc gia, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",147|149,43,PHAM_TOI_XAM_PHAM_AN_NINH_QUOC_GIA,THOI_HAN_QUAN_CHE_01_DEN_05_NAM,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị áp dụng hình phạt quản chế, và hậu quả cuối cùng là thời hạn quản chế từ 01 năm đến 05 năm.",
CF031,31,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “phạm tội xâm phạm an ninh quốc gia” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “thời hạn quản chế từ 01 năm đến 05 năm” hay không?",147|149,43,PHAM_TOI_XAM_PHAM_AN_NINH_QUOC_GIA,THOI_HAN_QUAN_CHE_01_DEN_05_NAM,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “thời hạn quản chế từ 01 năm đến 05 năm” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",2|4
F032,32,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: phạm tội thuộc trường hợp quy định tại Điều 79 Bộ luật Hình sự, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",1031|343,300|79,PHAP_NHAN_THUOC_DIEU_79,CHAM_DUT_HOAT_DONG,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị đình chỉ hoạt động vĩnh viễn, và hậu quả cuối cùng là chấm dứt hoạt động trong một hoặc một số lĩnh vực.",
CF032,32,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “phạm tội thuộc trường hợp quy định tại Điều 79 Bộ luật Hình sự” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “chấm dứt hoạt động trong một hoặc một số lĩnh vực” hay không?",1031|343,300|79,PHAP_NHAN_THUOC_DIEU_79,CHAM_DUT_HOAT_DONG,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “chấm dứt hoạt động trong một hoặc một số lĩnh vực” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",8|16|28
F033,33,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: chưa được xóa án tích mà lại thực hiện hành vi phạm tội do cố ý, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",205|1604,53|388,TAI_PHAM_DO_CO_Y_KHI_CHUA_XOA_AN_TICH,PHAT_TU_2_7_NAM,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến tái phạm nguy hiểm, và hậu quả cuối cùng là bị phạt tù từ 02 năm đến 07 năm.",
CF033,33,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “chưa được xóa án tích mà lại thực hiện hành vi phạm tội do cố ý” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “bị phạt tù từ 02 năm đến 07 năm” hay không?",205|1604,53|388,TAI_PHAM_DO_CO_Y_KHI_CHUA_XOA_AN_TICH,PHAT_TU_2_7_NAM,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “bị phạt tù từ 02 năm đến 07 năm” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",34
F034,34,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: đã bị kết án về tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý, chưa được xóa án tích mà lại phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",204|1604,53|388,TAI_PHAM_TOI_RAT_NGHIEM_TRONG_HOAC_DAC_BIET_NGHIEM_TRONG_DO_CO_Y,PHAT_TU_2_7_NAM,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến tái phạm nguy hiểm, và hậu quả cuối cùng là bị phạt tù từ 02 năm đến 07 năm.",
CF034,34,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “đã bị kết án về tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý, chưa được xóa án tích mà lại phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng do cố ý” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “bị phạt tù từ 02 năm đến 07 năm” hay không?",204|1604,53|388,TAI_PHAM_TOI_RAT_NGHIEM_TRONG_HOAC_DAC_BIET_NGHIEM_TRONG_DO_CO_Y,PHAT_TU_2_7_NAM,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “bị phạt tù từ 02 năm đến 07 năm” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",33
F035,35,FACTUAL_MULTI_HOP,MULTI_HOP,2,"Nếu xảy ra trường hợp: Tòa án xét thấy cần thiết trong từng trường hợp cụ thể, thì sau chuỗi suy luận pháp lý liên quan, hậu quả cuối cùng là gì?",123|122,37,TOA_AN_XET_THAY_CAN_THIET,ROI_KHOI_LANH_THO_VIET_NAM,,True,SUPPORTED,"Theo chuỗi nhân quả pháp lý đã cho, trường hợp này dẫn đến bị áp dụng hình phạt trục xuất, và hậu quả cuối cùng là phải rời khỏi lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam.",
CF035,35,COUNTERFACTUAL_WITH_ALTERNATIVE_CANDIDATE,MULTI_HOP,2,"Giả sử điều kiện hoặc sự kiện “Tòa án xét thấy cần thiết trong từng trường hợp cụ thể” không còn xảy ra hoặc không còn được thỏa mãn. Theo chuỗi đang xét, có còn đủ căn cứ để kết luận “phải rời khỏi lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam” hay không?",123|122,37,TOA_AN_XET_THAY_CAN_THIET,ROI_KHOI_LANH_THO_VIET_NAM,INVALIDATED,False,NOT_ENOUGH_LEGAL_BASIS,"Không thể giữ nguyên kết luận “phải rời khỏi lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam” dựa trên chuỗi này, vì điều kiện đầu vào đã bị phủ định nên đường suy luận bị vô hiệu. Có thể tồn tại chuỗi pháp lý khác cùng dẫn đến hậu quả đó, nhưng các điều kiện của những chuỗi thay thế chưa được xác minh nên chưa được xem là căn cứ hợp lệ.",5
